Category,Language,Aspects,Count
PostDoc,German,forschung___hanna,3
PostDoc,German,bund___wissenschaftler,3
PostDoc,German,bund___wissenschaft,3
PostDoc,German,publikation___vertrag,3
PostDoc,German,forscher___geld,3
PostDoc,German,promotion___wirtschaft,3
PostDoc,German,geld___postdoc,3
PostDoc,English,scientist___thing,3
Professor,German,ausland___situation,3
PostDoc,German,promotion___woche,3
PostDoc,German,promotion___wort,3
PostDoc,German,prof___thread,3
Professor,German,diskussion___frage,3
PostDoc,German,bund___universität,3
PostDoc,German,beschäftigung___familie,3
PostDoc,German,chance___vertrag,3
PostDoc,German,publikation___tag,3
PostDoc,German,dauerstelle___problem,3
PostDoc,German,gesellschaft___wirtschaft,3
Professor,German,bedingung___befristung,3
PostDoc,German,forscher___projekt,3
Professor,German,bedingung___deutschland,3
PostDoc,German,bereich___struktur,3
PostDoc,German,drittmittel___geld,3
Professor,German,diskussion___punkt,3
PostDoc,German,projekt___publikation,3
Professor,German,bedingung___land,3
PostDoc,German,forscher___wissenschaftssystem,3
PostDoc,English,day___time,3
Professor,German,arbeit___bewerbung,3
PostDoc,German,chance___wissenschaftssystem,3
PostDoc,German,chance___wissenschaftlerin,3
PostDoc,German,dauerstelle___diskussion,3
Professor,German,bedingung___innovation,3
PostDoc,German,forscher___vertrag,3
PostDoc,German,dauerstelle___forderung,3
PostDoc,German,projekt___thema,3
PostDoc,German,bundestag___debatte,3
PostDoc,German,forscher___thread,3
PostDoc,English,contract___scholar,3
PostDoc,German,forscher___thema,3
Professor,German,diskussion___nachwuchs,3
Professor,German,bedingung___frage,3
PostDoc,German,dauerstelle___gesetz,3
PostDoc,German,forscher___system,3
Professor,German,arbeit___beruf,3
Professor,German,diskussion___mitarbeiter,3
PostDoc,German,projekt___universität,3
PostDoc,German,bereich___wirtschaft,3
Professor,German,beruf___chance,3
PostDoc,German,drittmittel___folge,3
PostDoc,German,publikation___thema,3
PostDoc,German,bund___uni,3
Professor,German,beitrag___reform,3
PostDoc,English,day___germany,3
PostDoc,German,prof___wissenschaftler,3
PostDoc,German,frage___publikation,3
PostDoc,German,chance___studium,3
Professor,German,beitrag___system,3
Professor,German,beitrag___stelle,3
Professor,German,ausland___glück,3
PostDoc,German,reform___vorschlag,3
PostDoc,English,student___system,3
PostDoc,English,life___researcher,3
PostDoc,German,reform___wissenschaftssystem,3
PostDoc,German,gedanke___karriere,3
Professor,German,deutschland___projekt,3
PostDoc,German,debatte___deutschland,3
PostDoc,German,drittmittel___post,3
Professor,German,antwort___projekt,3
Professor,German,diskussion___entfristung,3
Professor,German,arbeit___grund,3
PostDoc,German,drittmittel___professor,3
PostDoc,German,folge___wissenschaft,3
PostDoc,English,people___scholar,3
PostDoc,German,beschäftigung___promotion,3
PostDoc,German,bundestag___mensch,3
PostDoc,German,folge___uni,3
Professor,German,deutschland___professor,3
PostDoc,German,sache___wissenschaftssystem,3
PostDoc,German,debatte___frage,3
PostDoc,German,postdoc___zukunft,3
Unknown,German,thema___vertrag,3
PostDoc,German,geld___politik,3
PostDoc,German,personal___professor,3
PostDoc,German,dauerstelle___vorschlag,3
PostDoc,German,person___zeit,3
PostDoc,German,beschäftigung___möglichkeit,3
PostDoc,German,chance___system,3
PostDoc,German,forschung___job,3
PostDoc,German,bundestag___innovation,3
PostDoc,German,forderung___stelle,3
Professor,German,bedingung___system,3
PostDoc,German,postdoc___un,3
PostDoc,German,diskussion___video,3
Professor,German,bedingung___thema,3
Professor,German,deutschland___vertrag,3
PostDoc,German,qualifikation___wirtschaft,3
PostDoc,German,forschung___konferenz,3
PostDoc,German,bundestag___jahr,3
PostDoc,German,forschung___kopf,3
PostDoc,German,frage___tag,3
PostDoc,German,person___wissenschaftler,3
PostDoc,German,diskussion___universität,3
PostDoc,German,postdoc___vorschlag,3
PostDoc,German,beschäftigung___jahr,3
PostDoc,German,drittmittel___lehre,3
PostDoc,English,problem___way,3
PostDoc,English,day___discussion,3
PostDoc,German,drittmittel___mittel,3
PostDoc,German,person___woche,3
PostDoc,German,bund___system,3
PostDoc,German,drittmittel___monat,3
PostDoc,German,beschäftigung___leute,3
PostDoc,German,bund___situation,3
PostDoc,German,realität___uni,3
PostDoc,German,realität___vorschlag,3
PostDoc,German,dauerstelle___vertrag,3
Professor,German,befristung___gesetz,3
Professor,German,arbeitsbedingung___bedingung,3
PostDoc,German,fach___mittelbau,3
Professor,German,arbeitsbedingung___politik,3
PostDoc,German,cdu___land,3
PostDoc,German,un___zeit,3
PostDoc,English,postdoc___problem,3
PostDoc,German,bmbf___frage,3
PostDoc,English,day___thing,3
PostDoc,German,entfristung___hochschule,3
PostDoc,German,dis___geld,3
PostDoc,German,erfahrung___problem,3
PostDoc,German,erfahrung___postdoc,3
Professor,German,chance___punkt,3
PostDoc,English,thread___university,3
PostDoc,German,diskussion___gesetz,3
Professor,German,arbeitsbedingung___postdoc,3
PostDoc,German,erfahrung___mittelbau,3
PostDoc,German,dis___familie,3
Professor,German,bmbf___zeit,3
PostDoc,English,postdoc___term,3
PostDoc,German,frage___geld,3
Professor,German,arbeitsbedingung___nachwuchs,3
PostDoc,German,cdu___jahr,3
PostDoc,German,geld___mensch,3
PostDoc,German,buch___forschung,3
Professor,German,buch___deutschland,3
PostDoc,German,cdu___hochschule,3
Professor,German,arbeitsbedingung___mittelbau,3
PostDoc,German,cdu___hanna,3
PostDoc,German,entfristung___kind,3
PostDoc,German,bmbf___job,3
PostDoc,German,professur___situation,3
PostDoc,German,un___wissenschaftler,3
PostDoc,German,politik___problem,3
PostDoc,German,bildung___zeit,3
PostDoc,German,frage___leistung,3
Professor,German,befristung___stelle,3
Professor,German,arbeitsbedingung___un,3
PostDoc,German,wissenschaftlerin___zeit,3
Professor,German,dauerstelle___frage,3
PostDoc,German,cdu___problem,3
PostDoc,German,perspektive___teil,3
PostDoc,German,cdu___position,3
PostDoc,German,erfahrung___wissenschaftssystem,3
PostDoc,German,erfahrung___wissenschaftler,3
PostDoc,German,diskussion___idee,3
Professor,German,dauerstelle___druck,3
Professor,German,befristung___track,3
Professor,German,befristung___un,3
PostDoc,German,wissenschaft___zukunft,3
PostDoc,German,entfristung___forschung,3
PostDoc,German,perspektive___track,3
Professor,German,chance___wissenschaftssystem,3
PostDoc,German,geld___kind,3
Professor,German,bmbf___un,3
PostDoc,English,thread___year,3
Unknown,German,tag___vertrag,3
PostDoc,German,bmbf___diskussion,3
PostDoc,English,researcher___way,3
Professor,German,arbeitsbedingung___studium,3
Professor,German,arbeit___track,3
PostDoc,English,thing___university,3
PostDoc,German,deutschland___zeit,3
Professor,German,chance___perspektive,3
PostDoc,English,day___system,3
Professor,German,befristung___situation,3
PostDoc,German,entfristung___universität,3
Professor,German,chance___frage,3
PostDoc,German,dis___prof,3
PostDoc,German,entfristung___wissenschaftssystem,3
Professor,German,arbeit___vertrag,3
PostDoc,German,dis___publikation,3
PostDoc,German,bmbf___stelle,3
Professor,German,buch___professor,3
Professor,German,beitrag___deutschland,3
Professor,German,chance___forschung,3
PostDoc,German,politik___tag,3
Professor,German,chance___entscheidung,3
Professor,German,buch___system,3
PostDoc,German,bmbf___tweet,3
Professor,German,arbeit___woche,3
PostDoc,German,cdu___forschung,3
PostDoc,German,politik___teil,3
PostDoc,German,dis___stunde,3
Professor,German,buch___uni,3
PostDoc,German,politik___thema,3
PostDoc,German,entfristung___track,3
Professor,German,arbeitsbedingung___forderung,3
Professor,German,arbeitsbedingung___druck,3
PostDoc,German,cdu___debatte,3
PostDoc,German,bmbf___zeit,3
Professor,German,buch___universität,3
Professor,German,arbeitsbedingung___beitrag,3
PostDoc,German,dis___wissenschaft,3
Professor,German,buch___wissenschaft,3
PostDoc,German,vertrag___verwaltung,3
PostDoc,German,frage___hochschule,3
PostDoc,German,bmbf___kritik,3
PostDoc,German,bmbf___postdoc,3
PostDoc,English,discussion___postdoc,3
PostDoc,German,frau___hochschule,3
Professor,German,chance___kind,3
PostDoc,German,frage___gespräch,3
Professor,German,buch___drittmittel,3
PostDoc,German,bmbf___mittelbau,3
PostDoc,German,geschichte___mensch,3
Professor,German,arbeitsbedingung___land,3
Unknown,German,studium___universität,3
PostDoc,German,universität___woche,3
Professor,German,arbeitsbedingung___job,3
PostDoc,German,frage___konferenz,3
PostDoc,German,diskussion___frage,3
PostDoc,German,dis___perspektive,3
PostDoc,German,politik___struktur,3
PostDoc,German,diskussion___forschung,3
PostDoc,German,geld___lösung,3
PostDoc,German,vorschlag___wissenschaftler,3
Professor,German,arbeitsbedingung___grund,3
PostDoc,German,universität___zukunft,3
PostDoc,German,post___professor,3
PostDoc,German,frage___grund,3
Professor,German,chance___hanna,3
PostDoc,German,buch___deutschland,3
PostDoc,German,bmbf___projekt,3
PostDoc,German,urlaub___woche,3
Professor,German,beitrag___hanna,3
PostDoc,German,verantwortung___vertrag,3
PostDoc,German,cdu___system,3
PostDoc,German,bildung___universität,3
PostDoc,German,fach___mittel,3
Professor,German,bewerbung___thema,3
Professor,German,debatte___diskussion,3
PostDoc,German,gesellschaft___hochschule,3
PostDoc,German,bildung___cdu,3
Professor,German,dauerstelle___zeit,3
PostDoc,German,forschung___stunde,3
PostDoc,German,ergebnis___universität,3
PostDoc,German,ergebnis___uni,3
PostDoc,German,druck___land,3
PostDoc,German,deutschland___diskussion,3
PostDoc,German,geld___mitarbeiter,3
PostDoc,German,chance___frau,3
Professor,German,befristung___lehre,3
PostDoc,German,tag___thread,3
PostDoc,German,ergebnis___publikation,3
PostDoc,German,post___wissenschaftler,3
Professor,German,antrag___professor,3
PostDoc,German,tag___universität,3
PostDoc,German,problem___studium,3
PostDoc,German,bildung___geld,3
PostDoc,German,bildung___hochschule,3
PostDoc,German,tag___urlaub,3
PostDoc,German,druck___leistung,3
PostDoc,German,frage___person,3
Professor,German,argument___mensch,3
PostDoc,German,chance___forschung,3
PostDoc,German,ergebnis___perspektive,3
PostDoc,German,perspektive___situation,3
PostDoc,German,tag___wort,3
Professor,German,antrag___promotion,3
Professor,German,debatte___forschung,3
PostDoc,German,ergebnis___monat,3
Professor,German,beitrag___kollege,3
Professor,German,debatte___politik,3
Professor,German,argument___vertrag,3
PostDoc,German,geld___mittelbau,3
PostDoc,German,fach___leute,3
PostDoc,German,position___stelle,3
Professor,German,argument___universität,3
Professor,German,debatte___mitarbeiter,3
PostDoc,German,debatte___thema,3
PostDoc,German,fach___kollege,3
Professor,German,befristung___grund,3
Professor,German,debatte___kollege,3
PostDoc,German,bund___cdu,3
PostDoc,German,gesellschaft___innovation,3
Professor,German,antrag___thema,3
PostDoc,German,debatte___wissenschaftssystem,3
PostDoc,German,gedanke___zeit,3
PostDoc,English,thing___way,3
PostDoc,German,debatte___vorschlag,3
PostDoc,German,system___track,3
PostDoc,German,bewerbung___uni,3
Professor,German,debatte___jahr,3
PostDoc,German,system___tweet,3
PostDoc,German,ergebnis___zeit,3
PostDoc,German,bewerbung___wirtschaft,3
Professor,German,antrag___stelle,3
PostDoc,German,bewerbung___wissenschaft,3
PostDoc,English,science___way,3
Professor,German,debatte___frage,3
PostDoc,German,geschichte___wissenschaftler,3
Professor,German,dauerstelle___qualifikation,3
PostDoc,German,deutschland___thread,3
PostDoc,English,scholar___university,3
PostDoc,German,erfolg___projekt,3
Professor,German,argument___chance,3
PostDoc,German,drittmittel___forderung,3
PostDoc,German,deutschland___nachwuchs,3
Professor,German,bmbf___monat,3
PostDoc,German,geschichte___tweet,3
PostDoc,German,erfolg___problem,3
PostDoc,German,chance___dauerstelle,3
PostDoc,English,day___research,3
Professor,German,bmbf___professur,3
PostDoc,German,buch___leute,3
PostDoc,German,deutschland___professor,3
Professor,German,dauerstelle___land,3
PostDoc,German,druck___wissenschaftler,3
Professor,German,bmbf___leute,3
Professor,German,arbeit___studium,3
PostDoc,German,deutschland___tag,3
PostDoc,German,forschung___video,3
Unknown,German,universität___zeit,3
PostDoc,German,track___verantwortung,3
PostDoc,German,track___vorschlag,3
PostDoc,German,geld___innovation,3
PostDoc,German,bildung___situation,3
PostDoc,German,bildung___thema,3
PostDoc,English,condition___year,3
PostDoc,German,forschung___vorschlag,3
PostDoc,German,post___system,3
PostDoc,German,tweet___video,3
PostDoc,German,chance___deutschland,3
PostDoc,German,thema___woche,3
PostDoc,English,science___university,3
PostDoc,German,diskussion___leistung,3
PostDoc,German,teil___uni,3
PostDoc,German,professur___thread,3
PostDoc,German,professur___thema,3
PostDoc,German,druck___monat,3
PostDoc,German,buch___studium,3
Professor,German,antrag___leute,3
PostDoc,German,druck___politik,3
Professor,German,argument___jahr,3
PostDoc,German,thema___tweet,3
Professor,German,befristung___leute,3
PostDoc,German,ergebnis___grund,3
PostDoc,German,post___vertrag,3
PostDoc,German,geld___glück,3
PostDoc,German,ergebnis___frage,3
PostDoc,German,erfolg___thema,3
PostDoc,German,politik___zeit,3
PostDoc,German,deutschland___gesetz,3
Professor,German,argument___grund,3
Professor,German,antrag___hanna,3
Professor,German,antrag___geld,3
Professor,German,dauerstelle___perspektive,3
Professor,German,dauerstelle___möglichkeit,3
Professor,German,antrag___drittmittel,3
PostDoc,German,professor___un,3
PostDoc,German,erfolg___uni,3
PostDoc,German,chance___druck,3
Professor,German,argument___forschung,3
PostDoc,English,precarity___year,3
Professor,German,antrag___tag,3
Professor,German,geld___grund,3
Others,German,perspektive___projekt,3
Professor,German,situation___system,3
Others,German,info___wissenschaftler,3
Professor,German,situation___studium,3
Professor,German,sinn___wissenschaftler,3
Others,German,innovation___mitarbeiter,3
Others,German,innovation___politik,3
Professor,German,sicherheit___zeit,3
PostDoc,German,interview___tweet,3
Others,German,innovation___stelle,3
Others,German,innovation___thema,3
Professor,German,sicherheit___wissenschaftler,3
Others,German,innovation___unsicherheit,3
Professor,German,sicherheit___vertrag,3
PostDoc,German,lehre___un,3
Professor,German,sicherheit___stelle,3
Others,German,arbeitsvertrag___befristung,3
Others,German,arbeitsverhältnis___uni,3
Unknown,German,politik___zukunft,3
Others,German,info___uni,3
Professor,German,situation___uni,3
Others,German,hochschule___professor,3
PostDoc,German,lehre___stelle,3
PostDoc,German,lehre___promotion,3
Others,German,arbeitsvertrag___monat,3
Others,German,hochschule___vorschlag,3
Others,German,hochschule___wissenschaftlerin,3
Others,German,arbeitsvertrag___kind,3
Others,German,idee___innovation,3
Others,German,idee___karriere,3
PostDoc,German,jahr___kommentar,3
Professor,German,studium___system,3
Professor,German,stelle___vorschlag,3
Others,German,idee___thread,3
Others,German,idee___vorschlag,3
Professor,German,stelle___un,3
Others,German,idee___zukunft,3
Others,German,arbeitsvertrag___forschung,3
PostDoc,German,lehre___semester,3
Professor,German,situation___wissenschaftler,3
Others,German,arbeitsverhältnis___studium,3
